genes	predicted_functions
surf1	uberon_0000033:7.97704728599,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
nphs2	uberon_0000033:0.727099357956,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
dhx34	uberon_0000033:0.318052865577,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
wnk1b	uberon_0000033:1.0715148433,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
surf6	uberon_0000033:112.364253227,uberon_0009124:0.00597546246265,uberon_0001944:0.00597546246265
cdh23	uberon_0000033:0.507583590997,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
rap1b	uberon_0000033:0.0668305277999,uberon_0009124:0.0115695124277,uberon_0001944:0.0115695124277
mlc1	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
irx7	uberon_0000033:11.1421513925,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
btk	uberon_0000033:0.670104896229,uberon_0009124:0.00737397495391,uberon_0001944:0.00737397495391
dlc	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
dlb	uberon_0000033:0.497489034391,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
olfm1a	uberon_0000033:0.0764096370224,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
npr3	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
dld	uberon_0000033:1.51637996464,uberon_0009124:0.00724683745471,uberon_0001944:0.00724683745471
drd2l	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
polr1c	uberon_0000033:157.952632869,uberon_0009124:0.0335642997902,uberon_0001944:0.0335642997902
gpc4	uberon_0000033:0.525874232116,uberon_0009124:0.00928103744199,uberon_0001944:0.00928103744199
ift172	uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013,uberon_0000033:0.00195885095578
marcksa	uberon_0000033:1.24788540045,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
marcksb	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
usp11	uberon_0000033:5.92321743655,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
drd2a	uberon_0001944:38.1550209907,uberon_0000033:2.7005072864,uberon_0009124:0.0249189498443
nlk2	uberon_0000033:35.1941152949,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
drd2b	uberon_0001944:38.1550209907,uberon_0000033:2.7005072864,uberon_0009124:0.0249189498443
adrb2b	uberon_0000033:0.255052413847,uberon_0009124:0.0133494374166,uberon_0001944:0.0133494374166
adrb2a	uberon_0009124:0.0133494374166,uberon_0001944:0.0133494374166,uberon_0000033:8.22602348126e-05
rpl38	uberon_0000033:165.966532143,uberon_0009124:0.0282245248236,uberon_0001944:0.0282245248236
rpl36	uberon_0000033:146.962437799,uberon_0009124:0.0263174623355,uberon_0001944:0.0263174623355
rpl35	uberon_0000033:140.904112117,uberon_0009124:0.0303858623101,uberon_0001944:0.0303858623101
colec11	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
ccdc151	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
psmd3	uberon_0000033:17.5500113495,uberon_0009124:0.0231390248554,uberon_0001944:0.0231390248554
ofd1	uberon_0000033:10.950563464,uberon_0009124:0.0104252749348,uberon_0001944:0.0104252749348
setd8a	uberon_0000033:5.92321743655,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
smarca5	uberon_0000033:8.10760282164,uberon_0009124:0.00661114995868,uberon_0001944:0.00661114995868
arnt2	uberon_0000033:0.152819274045,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
bhmt	uberon_0000033:0.802301188736,uberon_0009124:0.00266988748331,uberon_0001944:0.00266988748331
stat3	uberon_0000033:22.1635146421,uberon_0009124:0.033437162291,uberon_0001944:0.033437162291
npas4a	uberon_0000033:17.096325325,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
bmper	uberon_0000033:6.83517556696,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
tmx3	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
ccr7	uberon_0000033:5.50915022561,uberon_0009124:0.0245375373466,uberon_0001944:0.0245375373466
phf21ab	uberon_0000033:18.7859859148,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
erbb2	uberon_0000033:2.82044346863,uberon_0009124:0.0246646748458,uberon_0001944:0.0246646748458
ctdnep1b	uberon_0000033:3.5529946293,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
sdad1	uberon_0000033:262.338804055,uberon_0009124:0.0186892123832,uberon_0001944:0.0186892123832
glis3	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
rpz	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
snap29	uberon_0000033:1.0715148433,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
cp	uberon_0000033:0.382683872608,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
dysf	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
mysm1	uberon_0000033:4.95316873405,uberon_0009124:0.0144936749094,uberon_0001944:0.0144936749094
esco2	uberon_0000033:83.169759025,uberon_0009124:0.0101709999364,uberon_0001944:0.0101709999364
rb1	uberon_0000033:19.0675783563,uberon_0009124:0.0204691373721,uberon_0001944:0.0204691373721
npnt	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
vps33b	uberon_0000033:4.71765225771,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
rnpc3	uberon_0000033:44.800038811,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
sars	uberon_0000033:32.8754753509,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
copa	uberon_0000033:0.0539320053744,uberon_0009124:0.00419553747378,uberon_0001944:0.00419553747378
ntn1b	uberon_0000033:0.0823786119352,uberon_0009124:0.00813679994915,uberon_0001944:0.00813679994915
rp2	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
epas1b	uberon_0000033:7.02199599422,uberon_0009124:0.0127137499205,uberon_0001944:0.0127137499205
lmo2	uberon_0000033:0.95512046278,uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013
hspg2	uberon_0000033:1.45419871591,uberon_0009124:0.0048312249698,uberon_0001944:0.0048312249698
rab18b	uberon_0000033:0.152819274045,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
rab18a	uberon_0000033:0.0382048185112,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
nrp1a	uberon_0000033:0.213621537517,uberon_0009124:0.010552412434,uberon_0001944:0.010552412434
ypel3	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
atp6v1e1b	uberon_0000033:7.52658586301,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
dcdc2b	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
cep41	uberon_0000033:14.6596848606,uberon_0009124:0.010552412434,uberon_0001944:0.010552412434
nadl1.2	uberon_0000033:0.0890630004707,uberon_0009124:0.00839107494756,uberon_0001944:0.00839107494756
unc45b	uberon_0000033:4.01335569305,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
cdca7a	uberon_0000033:132.729849838,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
ywhag1	uberon_0000033:13.418139397,uberon_0009124:0.0144936749094,uberon_0001944:0.0144936749094
sphk2	uberon_0000033:0.430278505168,uberon_0009124:0.00419553747378,uberon_0001944:0.00419553747378
slc3a2a	uberon_0000033:3.74365620134,uberon_0009124:0.00343271247855,uberon_0001944:0.00343271247855
spns1	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
spns2	uberon_0000033:2.58481519621,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
mybpc3	uberon_0000033:1.87515097578,uberon_0009124:0.00622973746106,uberon_0001944:0.00622973746106
mybpc1	uberon_0000033:1.83688258852,uberon_0009124:0.00610259996186,uberon_0001944:0.00610259996186
dio3a	uberon_0000033:4.68588085801,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
dio3b	uberon_0000033:0.420952259869,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
crcp	uberon_0000033:14.7323450303,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
pdlim7	uberon_0000033:1.70657344069,uberon_0009124:0.0069925624563,uberon_0001944:0.0069925624563
egfl6	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
cecr1b	uberon_0000033:21.1497311517,uberon_0009124:0.0048312249698,uberon_0001944:0.0048312249698
ptf1a	uberon_0009124:460.678631926,uberon_0000033:0.187693714956,uberon_0001944:0.00216133748649
otub1a	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
ptprja	uberon_0000033:0.612294196173,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
ctnnb1	uberon_0000033:35.299283631,uberon_0009124:0.037124149768,uberon_0001944:0.037124149768
cacng2a	uberon_0000033:0.0225486043123,uberon_0009124:0.00597546246265,uberon_0001944:0.00597546246265
ctnnb2	uberon_0000033:21.6559717226,uberon_0009124:0.0128408874197,uberon_0001944:0.0128408874197
fbxl15	uberon_0000033:1.91046925036,uberon_0009124:0.00457694997139,uberon_0001944:0.00457694997139
cse1l	uberon_0000033:1.59303710808,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
tmod4	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
smad9	uberon_0000033:20.2527938756,uberon_0009124:0.014875087407,uberon_0001944:0.014875087407
nipblb	uberon_0000033:17.0879389174,uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013
raraa	uberon_0001944:113.677762997,uberon_0000033:4.43643051744,uberon_0009124:0.00864534994597
itgb8	uberon_0000033:1.74595524204,uberon_0009124:0.0116966499269,uberon_0001944:0.0116966499269
nr0b1	uberon_0001944:91.6475843118,uberon_0000033:0.999296665251,uberon_0009124:0.0106795499333
smad7	uberon_0000033:14.4676033988,uberon_0009124:0.0139851249126,uberon_0001944:0.0139851249126
smad1	uberon_0000033:20.9375682761,uberon_0009124:0.0146208124086,uberon_0001944:0.0146208124086
smad2	uberon_0000033:27.9810772847,uberon_0009124:0.0301315873117,uberon_0001944:0.0301315873117
si:dkey-26i13.8	uberon_0000033:0.688830970695,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
urod	uberon_0000033:0.765367745216,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
cdh2	uberon_0000033:4.59091602487,uberon_0009124:0.014875087407,uberon_0001944:0.014875087407
cdh5	uberon_0000033:8.31841773683,uberon_0009124:0.0118237874261,uberon_0001944:0.0118237874261
cdh4	uberon_0000033:6.53907711275,uberon_0009124:0.00915389994279,uberon_0001944:0.00915389994279
cdh7	uberon_0000033:0.904539676173,uberon_0009124:0.00343271247855,uberon_0001944:0.00343271247855
cdh6	uberon_0009124:0.00343271247855,uberon_0001944:0.00343271247855,uberon_0000033:0.000963759752404
myf5	uberon_0009124:384.430051224,uberon_0000033:4.92867341192,uberon_0001944:0.0102981374356
myf6	uberon_0000033:0.00831254605626,uberon_0009124:0.00622973746106,uberon_0001944:0.00622973746106
prpf31	uberon_0000033:65.9522683403,uberon_0009124:0.0119509249253,uberon_0001944:0.0119509249253
tnfsf18	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
dnajb1b	uberon_0000033:7.20883861738,uberon_0009124:0.0069925624563,uberon_0001944:0.0069925624563
def6a	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
rnf213a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
dharma	uberon_0000033:13.6790347902,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
exosc8	uberon_0000033:1.02020356108,uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934
dlx5a	uberon_0009124:782.5550855,uberon_0000033:7.86275376286,uberon_0001944:0.00508549996822
exosc3	uberon_0000033:1.42473451324,uberon_0009124:0.00292416248172,uberon_0001944:0.00292416248172
alg13	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
exosc4	uberon_0000033:0.636105731155,uberon_0009124:0.00381412497616,uberon_0001944:0.00381412497616
bmp5	uberon_0000033:0.168253253627,uberon_0009124:0.00788252495073,uberon_0001944:0.00788252495073
bmp4	uberon_0009124:103.783699492,uberon_0000033:28.4358888999,uberon_0001944:0.037124149768
nanog	uberon_0000033:0.118392095828,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
arl3l1	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
arl3l2	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
hmgb1a	uberon_0000033:3.65781010191,uberon_0009124:0.00724683745471,uberon_0001944:0.00724683745471
sptb	uberon_0000033:1.33939355413,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
rabggtb	uberon_0000033:0.91844129426,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
tshz2	uberon_0000033:11.8464348731,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
acta1b	uberon_0000033:3.6423635282,uberon_0009124:0.00724683745471,uberon_0001944:0.00724683745471
arntl1a	uberon_0000033:1.66456386572,uberon_0009124:0.0111880999301,uberon_0001944:0.0111880999301
slc9a3.2	uberon_0000033:2.22841077604,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
adora2b	uberon_0000033:0.0257448291159,uberon_0009124:0.0109338249317,uberon_0001944:0.0109338249317
birc5b	uberon_0000033:5.54834143305,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
aplnrb	uberon_0000033:5.0334832027,uberon_0009124:0.022884749857,uberon_0001944:0.022884749857
tgfb1a	uberon_0000033:9.80790027679,uberon_0009124:0.033437162291,uberon_0001944:0.033437162291
pax3a	uberon_0000033:7.50268024104,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
slc35b2	uberon_0000033:0.995806796196,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
mef2ca	uberon_0000033:17.1009973834,uberon_0009124:0.0144936749094,uberon_0001944:0.0144936749094
rbp4l	uberon_0000033:0.344415485347,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
wfs1b	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
mef2cb	uberon_0000033:27.5014865605,uberon_0009124:0.0155107749031,uberon_0001944:0.0155107749031
ctnnd2b	uberon_0000033:8.39726132857,uberon_0009124:0.00648401245947,uberon_0001944:0.00648401245947
acta2	uberon_0000033:6.76462964451,uberon_0009124:0.023520437353,uberon_0001944:0.023520437353
etv2	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
epb41l5	uberon_0000033:11.2000097028,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
etv7	uberon_0000033:0.245496023416,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
nfil3	uberon_0000033:0.507583590997,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
stat1b	uberon_0000033:0.991696088207,uberon_0009124:0.0106795499333,uberon_0001944:0.0106795499333
spry2	uberon_0009124:88.4191069394,uberon_0000033:6.55232292268,uberon_0001944:0.0110609624309
diexf	uberon_0000033:161.453575097,uberon_0009124:0.0114423749285,uberon_0001944:0.0114423749285
spry4	uberon_0000033:0.152819274045,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
ucmab	uberon_0000033:0.0764096370224,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
rx3	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
hes6	uberon_0000033:0.636823083453,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
mrap2a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
hoxb1a	uberon_0000033:5.92321743655,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
bcl2l10	uberon_0000033:3.14510150514,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
cxcr3.2	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
her6	uberon_0000033:1.49246710317,uberon_0009124:0.00495836246901,uberon_0001944:0.00495836246901
cirh1a	uberon_0000033:263.452872697,uberon_0009124:0.0164007373975,uberon_0001944:0.0164007373975
wu:fb44b02	uberon_0000033:40.9512894425,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
slit2	uberon_0000033:1.91341936304,uberon_0009124:0.00635687496027,uberon_0001944:0.00635687496027
glrbb	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
slit1a	uberon_0000033:1.03324645604,uberon_0009124:0.00343271247855,uberon_0001944:0.00343271247855
cdipt	uberon_0000033:9.84433960771,uberon_0009124:0.00597546246265,uberon_0001944:0.00597546246265
brd2b	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
brd2a	uberon_0000033:0.344415485347,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
atg5	uberon_0009124:0.00635687496027,uberon_0001944:0.00635687496027,uberon_0000033:0.00421763105184
uchl3	uberon_0000033:2.79908710952,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
satb2	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
ildr2	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
vgll4l	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
csf1ra	uberon_0000033:0.0105671018265,uberon_0009124:0.0094081749412,uberon_0001944:0.0094081749412
uhrf1	uberon_0000033:16.16131453,uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934
kdr	uberon_0000033:5.24388822187,uberon_0009124:0.018562074884,uberon_0001944:0.018562074884
metap2b	uberon_0000033:2.58481519621,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
rnaset2	uberon_0000033:2.58481519621,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
csad	uberon_0000033:0.187693714956,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
